episode,return,return_per_step,economic_cost_mean,economic_reward_mean,projection_penalty_mean,mapping_penalty_mean,feasible_action_mapping_rate,residual_feasible_scale_mean,residual_feasible_scale_min,residual_requested_norm_mean,residual_applied_norm_mean,residual_execution_ratio_mean,move_penalty_mean,safety_penalty_mean,state_excess_squared_mean,input_excess_squared_mean,rpi_excess_squared_mean,violation_rate,robust_operating_region_violation_rate,rpi_violation_rate,disturbance_bound_exceedance_rate,intervention_rate,qp_infeasible_rate,rpi_utilization_peak,alpha,entropy,q_loss,actor_loss,execution_mask_mean,theta_cost_updates,theta_set_update_attempts,theta_set_update_accepts,theta_K_update_attempts,theta_K_update_accepts,theta_K_last_coordinate,theta_K_step_norm,theta_K_last_policy_score,theta_transition_samples,theta_data_hull_vertices,theta_membership_exceedances,theta_pending_uncovered_hull_vertices,theta_h_norm,theta_p_norm,theta_M_norm,theta_K_change_norm,theta_M_angle_deg,theta_td_error_abs_mean,theta_rpi_area,theta_rpi_area_change_percent,robust_refinement_iterations,robust_refinement_uncovered_count,robust_refinement_max_excess,robust_refinement_relative_rpi_change,robust_region_search_attempts,last_feasible_scale,first_infeasible_scale,first_feasible_scale,minimum_certified_scale,maximum_certified_scale,last_lower_infeasible_scale,first_upper_infeasible_scale,robust_region_residual_hull_vertices,robust_region_max_sample_residual_norm,self_consistency_S_plus_Z_passed,evaluation_return,evaluation_return_per_step,evaluation_economic_cost_mean,evaluation_theta_only_economic_cost_mean,evaluation_safe_sac_economic_cost_mean,evaluation_sac_incremental_cost_reduction_percent,evaluation_paper2016_sac_improvement_percent,evaluation_normalized_safe_performance_gap,safe_reference_cost
184,-2367.4402216907415,-1.1837201108453708,6471.524226672767,-0.2562200669446014,0.0,0.0,0.0,0.04192506758221538,0.0,0.13972760944428103,0.005800742379372195,0.04192506758221539,4.3900767289770433e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0062768044881522655,-2.9000906944274902,0.002567228249972686,-2.075315475463867,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
185,-2393.0344113820133,-1.1965172056910067,6468.083637442135,-0.23901712079146076,0.0,0.0,0.0,0.041929778301925444,0.0,0.13181954631418866,0.005517487405430844,0.04192977830192544,8.489954517806315e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006416836753487587,-3.162344217300415,0.0016996739723253995,-2.4089162349700928,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
186,-3221.881621094356,-1.610940810547178,6428.8391359930165,-0.042794613545903484,0.0,0.0,0.0,0.0420656848902728,0.0,0.12289980568909693,0.005282623077735055,0.0420656848902728,1.3347354647637293e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.0061536626890301704,-3.1624231338500977,0.0007883221260271966,-2.3980655670166016,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
187,-2367.4608294895593,-1.1837304147447796,6471.52628701606,-0.25623036866115845,0.0,0.0,0.0,0.04193154087763778,0.0,0.13962795493590752,0.0058006917206916715,0.04193154087763778,4.608362021552992e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0060894545167684555,-3.202270269393921,0.0006331311597023159,-2.1562821865081787,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
188,-2392.9626101737667,-1.1964813050868834,6468.0764568740315,-0.2389812179508856,0.0,0.0,0.0,0.04193412403785965,0.0,0.1335805438421214,0.0056153361277093364,0.041934124037859656,8.713599638128508e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006121309474110603,-2.6567602157592773,0.0036503556184470654,-1.7552456855773926,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
189,-3221.7997155613134,-1.6108998577806568,6428.830945612732,-0.042753661644462905,0.0,0.0,0.0,0.042062942514185284,0.0,0.12355298446070581,0.005319995933744763,0.04206294251418528,1.326084670385194e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006361179985105991,-2.9201295375823975,0.0011605227191466838,-2.0858356952667236,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
190,-2367.4252422337454,-1.1837126211168727,6471.522726727681,-0.2562125672192098,0.0,0.0,0.0,0.041934943791113406,0.0,0.139536955820681,0.0058111518706783485,0.04193494379111339,5.38976658697035e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006384134758263826,-2.891770124435425,0.00041893907473422587,-0.7140263319015503,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
191,-2393.062528702145,-1.1965312643510724,6468.086449641872,-0.23903118179014024,0.0,0.0,0.0,0.04193949562329201,0.0,0.1323222206978403,0.005560744179665963,0.04193949562329202,8.256093488724015e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.0063352021388709545,-2.5583040714263916,0.0011806432739831507,-2.4561572074890137,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
192,-3221.848831796992,-1.6109244158984959,6428.835858066989,-0.042778223915845265,0.0,0.0,0.0,0.04206697974253238,0.0,0.12420115860220758,0.005344676087595694,0.04206697974253238,1.284549205717769e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006136825308203697,-2.90185809135437,0.0004421935882419348,-2.0665736198425293,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
193,-2367.5320258258193,-1.1837660129129097,6471.53340640166,-0.2562659655890643,0.0,0.0,0.0,0.041937604861020585,0.0,0.1389522612341547,0.005773865868202565,0.04193760486102059,4.732384302981898e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006237507332116365,-2.485868453979492,0.0007748026109766215,-1.4117588996887207,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
194,-2392.9261847346365,-1.1964630923673183,6468.072815519934,-0.23896301118048305,0.0,0.0,0.0,0.04192731533910885,0.0,0.1325907254253551,0.005589597728634292,0.04192731533910883,8.118683533246021e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006186334881931543,-2.8034660816192627,0.0015165844815783203,-2.4203853607177734,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
195,-3221.901570544164,-1.610950785272082,6428.84113073571,-0.042804587259399555,0.0,0.0,0.0,0.04207178900849504,0.0,0.12432492110818329,0.0053395739890679285,0.04207178900849506,1.34484954332724e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006135242525488138,-3.098318338394165,0.001441900443751365,-2.506483554840088,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
196,-2367.378394669175,-1.1836891973345876,6471.5180442295505,-0.2561891547284865,0.0,0.0,0.0,0.041916252844050254,0.0,0.13917952611698156,0.005802158636447209,0.041916252844050254,4.260609960145661e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006226413883268833,-2.9138641357421875,0.0035673445381689817,-3.2327024936676025,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
197,-2393.038526785266,-1.1965192633926331,6468.084049973386,-0.23901918344776088,0.0,0.0,0.0,0.04194130740362002,0.0,0.1332595638069042,0.005595380600642674,0.04194130740362002,7.994487339758502e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006066214293241501,-3.4237139225006104,0.0014456008357228711,-1.748838186264038,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
198,-3221.922242633118,-1.610961121316559,6428.843197120965,-0.04281491918563434,0.0,0.0,0.0,0.04207183530038615,0.0,0.12396057840434839,0.005322838230214588,0.04207183530038614,1.386031972340593e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006098948419094086,-3.0424764156341553,0.0004482571966946125,-1.1874319314956665,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
199,-2367.377142924549,-1.1836885714622745,6471.51791816921,-0.2561885244269129,0.0,0.0,0.0,0.041924938801400746,0.0,0.14008949165516854,0.005834819201095193,0.041924938801400746,4.7035360178290535e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006200356408953667,-2.8420798778533936,0.004236513515934348,-1.4924981594085693,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
200,-2393.1498922229916,-1.1965749461114958,6468.0951844124465,-0.23907485564301503,0.0,0.0,0.0,0.0419557564244852,0.0,0.13281143548534016,0.005576960923020978,0.04195575642448519,9.046848185116382e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006362366024404764,-3.1862270832061768,0.0009366526501253247,-1.5439856052398682,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
201,-3221.906010863916,-1.610953005431958,6428.841574258318,-0.04280680487242277,0.0,0.0,0.0,0.042068275345597164,0.0,0.12407652792581919,0.005305794153148251,0.04206827534559716,1.3703180940163285e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006317925173789263,-2.7794954776763916,0.0004693150840466842,-1.3618654012680054,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
202,-2367.309672216568,-1.183654836108284,6471.511172278736,-0.2561547949745116,0.0,0.0,0.0,0.04191947512645393,0.0,0.14001075051703055,0.0058108137272083115,0.041919475126453914,4.113377187057374e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006350151728838682,-2.983549118041992,0.005300281103700399,-2.2218916416168213,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
203,-2393.1413990557176,-1.1965706995278589,6468.0943349381505,-0.2390706082715558,0.0,0.0,0.0,0.041949098907508996,0.0,0.13215511264192772,0.005567405899377655,0.041949098907508996,9.125630426679216e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006163856480270624,-3.1172711849212646,0.000944300350965932,-2.8116719722747803,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
204,-3221.8410676381714,-1.6109205338190857,6428.835079636246,-0.04277433176203748,0.0,0.0,0.0,0.042072434998862596,0.0,0.12474010727890951,0.005351824663873462,0.042072434998862596,1.3852932011403692e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006275230553001165,-3.4104700088500977,0.0011745725641958416,-2.701819658279419,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
205,-2367.371648584572,-1.183685824292286,6471.51736821088,-0.25618577463526204,0.0,0.0,0.0,0.04192019182352562,0.0,0.1399694101180512,0.0057953293572326784,0.041920191823525625,4.965702520741621e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.00616565253585577,-3.424250602722168,0.0059326221235096455,-2.3165552616119385,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
206,-2393.123458904993,-1.1965617294524966,6468.09254082964,-0.23906163772898123,0.0,0.0,0.0,0.041948482436328836,0.0,0.1328702932310375,0.005579799185836875,0.04194848243632883,9.17235171965638e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006487048231065273,-3.0832772254943848,0.0009460458240937442,-4.067399024963379,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
207,-3221.9289356645427,-1.6109644678322714,6428.843867633273,-0.04281827174721567,0.0,0.0,0.0,0.042077861053230345,0.0,0.12498886944503276,0.00536708379015045,0.04207786105323035,1.3255733034545171e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006418079137802124,-3.2661514282226562,0.0012866649340139702,-2.440199375152588,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
208,-2367.2408502780672,-1.1836204251390336,6471.5042890651775,-0.25612037890672323,0.0,0.0,0.0,0.04191361040182385,0.0,0.1394051630723109,0.0057774343357768435,0.04191361040182383,4.6232312180446844e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.006334661040455103,-2.845228433609009,0.0105743408203125,-2.1448512077331543,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
209,-2393.3502310784934,-1.1966751155392468,6468.115217673913,-0.23917502195035534,0.0,0.0,0.0,0.04195567322064591,0.0,0.13215057304348388,0.005562035245753014,0.0419556732206459,9.358888958140086e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006432840600609779,-3.272111415863037,0.0005487149901455268,-2.0462563037872314,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
210,-3221.7644933061124,-1.6108822466530561,6428.827422016556,-0.042736043663640366,0.0,0.0,0.0,0.04205788513244027,0.0,0.12475298514434147,0.0053401043825593054,0.042057885132440256,1.39461690922652e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006312212906777859,-3.254037618637085,0.0007972483290359378,-1.3975294828414917,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,-2408.2721254690055,-8.02757375156335,6687.73004647307,6687.73004647307,6687.73004647307,0.0,0.0,-1.0,6318.316222750188
211,-2367.4236763741137,-1.1837118381870568,6471.522570864865,-0.25621178790504207,0.0,0.0,0.0,0.041924202474024244,0.0,0.13965639367479007,0.005798687991347922,0.041924202474024244,5.028202122838956e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.00633742893114686,-3.2089271545410156,0.00034759681147988886,-1.2442340850830078,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
212,-2393.1679573027536,-1.1965839786513768,6468.096990813884,-0.23908388765024505,0.0,0.0,0.0,0.04196296276032854,0.0,0.13215682324749906,0.005577995343871247,0.04196296276032856,9.100113379083736e-08,0.9575,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0,0.1795,0.7177824826877868,0.006583585869520903,-3.1234490871429443,0.0015841591521166265,-2.384819746017456,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
213,-3221.8168100314115,-1.6109084050157056,6428.83265243896,-0.04276219577564408,0.0,0.0,0.0,0.0420676439551824,0.0,0.12515512405910964,0.005378270955042144,0.042067643955182414,1.4571233338299396e-07,1.5681460635277262,0.0,0.0,3.2303176386305754e-06,0.0,0.0,0.0335,0.0,0.0,0.1795,1.0769435293268013,0.006354964803904295,-3.273517370223999,0.005547428270801902,-1.9245796203613281,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
214,-2367.3799640736343,-1.1836899820368172,6471.518201418206,-0.256189940671918,0.0,0.0,0.0,0.04192157026719975,0.0,0.13902941682554354,0.005774046248484094,0.041921570267199754,4.136490205352442e-08,0.9275,0.0,0.0,0.0,0.0,0.0,0.0015,0.0,0.0,0.1795,0.47473984860623014,0.0065513430163264275,-2.7037312984466553,0.0008464257989544421,-2.3991522789001465,0.8205,0.0,648.0,2.0,1481.0,461.0,-1.0,0.223159136044214,nan,20000.0,13.0,0.0,0.0,0.0,0.0,59116.021416839234,0.6690638882999602,1.0,nan,6.3621693960489125,2104.746538885065,13.0,0.0,0.0,nan,13.0,2.2258758544921875,2.44140625,1.0,1.0,2.2258758544921875,nan,2.44140625,13.0,0.0010611044147720117,1.0,nan,nan,nan,nan,nan,nan,nan,nan,6318.316222750188
