episode,policy_scale,return_per_step,economic_cost_mean,incremental_return_per_step,economic_cost_reduction_percent,violation_rate,rpi_violation_rate,qp_infeasible_rate,disturbance_bound_exceedance_rate,intervention_rate,mapping_rate,safe,positive_increment,eligible
70.0,0.25,-0.9077739337727949,6392.121230384918,-5.464579178982021e-05,-0.00016165029878455485,0.0,0.0,0.0,0.0,0.0,0.9233333333333333,1.0,0.0,0.0
70.0,0.5,-0.9078293604421163,6392.130483248658,-0.00011007246111116586,-0.0003064047294886182,0.0,0.0,0.0,0.0,0.0,0.9246666666666666,1.0,0.0,0.0
70.0,0.75,-0.9078954476479263,6392.140633699339,-0.000176159666921194,-0.0004652012654656061,0.0,0.0,0.0,0.0,0.0,0.9261666666666667,1.0,0.0,0.0
70.0,1.0,-0.9079792204822289,6392.153074083363,-0.00025993250122380296,-0.0006598221696396424,0.0,0.0,0.0,0.0,0.0,0.9246666666666666,1.0,0.0,0.0
135.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135.0,0.25,-0.9077366360471341,6392.1110770319165,-1.734806612896378e-05,-2.808358082560242e-06,0.0,0.0,0.0,0.0,0.0,0.9983333333333334,1.0,0.0,0.0
135.0,0.5,-0.9077868612487677,6392.111247826376,-6.757326776263284e-05,-5.48031515706319e-06,0.0,0.0,0.0,0.0,0.0,0.9986666666666668,1.0,0.0,0.0
135.0,0.75,-0.907869882284022,6392.11139133184,-0.00015059430301689325,-7.725355440649938e-06,0.0,0.0,0.0,0.0,0.0,0.9993333333333334,1.0,0.0,0.0
135.0,1.0,-0.9079859914213575,6392.11155530079,-0.00026670344035240046,-1.0290532305075462e-05,0.0,0.0,0.0,0.0,0.0,0.9993333333333334,1.0,0.0,0.0
85.0,0.0,-0.9077192879810051,6392.110897518553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85.0,0.25,-0.9077377653014143,6392.111014476894,-1.847732040916039e-05,-1.8297295222381954e-06,0.0,0.0,0.0,0.0,0.0,0.9894999999999999,1.0,0.0,0.0
85.0,0.5,-0.9077919901155019,6392.111121281479,-7.270213449683816e-05,-3.500610824585076e-06,0.0,0.0,0.0,0.0,0.0,0.9948333333333333,1.0,0.0,0.0
